time,cnt
1564783343.0,10
1564783344.0,10
1564783345.0,10
1564783346.0,10
1564783347.0,10
1564783348.0,10
1564783349.0,10
1564783350.0,10
1564783351.0,10
1564783352.0,10
1564783353.0,10
1564783354.0,10
1564783355.0,10
1564783356.0,10
1564783357.0,10
1564783358.0,10
1564783359.0,10
1564783360.0,10
1564783361.0,10
1564783362.0,10
1564783363.0,10
1564783364.0,10
1564783365.0,10
1564783366.0,10
1564783367.0,10
1564783368.0,10
1564783369.0,10
1564783370.0,10
1564783371.0,10
1564783372.0,10
1564783373.0,10
1564783374.0,10
1564783375.0,10
1564783376.0,10
1564783377.0,10
1564783378.0,10
1564783379.0,10
1564783380.0,10
1564783381.0,10
1564783382.0,10
1564783383.0,10
1564783384.0,10
1564783385.0,10
1564783386.0,10
1564783387.0,10
1564783388.0,10
1564783389.0,10
1564783390.0,10
1564783391.0,10
1564783392.0,10
1564783393.0,10
1564783394.0,10
1564783395.0,10
1564783396.0,10
1564783397.0,10
1564783398.0,10
1564783399.0,10
1564783400.0,10
1564783401.0,10
1564783402.0,10
1564783403.0,10
1564783404.0,10
1564783405.0,10
1564783406.0,10
1564783407.0,10
1564783408.0,10
1564783409.0,10
1564783410.0,10
1564783411.0,10
1564783412.0,10
1564783413.0,10
1564783414.0,10
1564783415.0,10
1564783416.0,10
1564783417.0,10
1564783418.0,10
1564783419.0,10
1564783420.0,10
1564783421.0,10
1564783422.0,10
1564783423.0,10
1564783424.0,10
1564783425.0,10
1564783426.0,10
1564783427.0,10
1564783428.0,10
1564783429.0,10
1564783430.0,10
1564783431.0,10
1564783432.0,10
1564783433.0,10
1564783434.0,10
1564783435.0,10
1564783436.0,10
1564783437.0,10
1564783438.0,10
1564783439.0,10
1564783440.0,10
1564783441.0,10
1564783442.0,10
1564783443.0,10
1564783444.0,10
1564783445.0,10
1564783446.0,10
1564783447.0,10
1564783448.0,10
1564783449.0,10
1564783450.0,10
1564783451.0,10
1564783452.0,10
1564783453.0,10
1564783454.0,10
1564783455.0,10
1564783456.0,10
1564783457.0,10
1564783458.0,10
1564783459.0,10
1564783460.0,10
1564783461.0,10
1564783462.0,10
1564783463.0,10
1564783464.0,10
1564783465.0,10
1564783466.0,10
1564783467.0,10
1564783468.0,10
1564783469.0,10
1564783470.0,10
1564783471.0,10
1564783472.0,10
1564783473.0,10
1564783474.0,10
1564783475.0,10
1564783476.0,10
1564783477.0,10
1564783478.0,10
1564783479.0,10
1564783480.0,10
1564783481.0,10
1564783482.0,10
1564783483.0,10
1564783484.0,10
1564783485.0,10
1564783486.0,10
1564783487.0,10
1564783488.0,10
1564783489.0,10
1564783490.0,10
1564783491.0,10
1564783492.0,10
1564783493.0,10
1564783494.0,10
1564783495.0,10
1564783496.0,10
1564783497.0,10
1564783498.0,10
1564783499.0,10
1564783500.0,10
1564783501.0,10
1564783502.0,10
1564783503.0,10
1564783504.0,10
1564783505.0,10
1564783506.0,10
1564783507.0,10
1564783508.0,10
1564783509.0,10
1564783510.0,10
1564783511.0,10
1564783512.0,10
1564783513.0,10
1564783514.0,10
1564783515.0,10
1564783516.0,10
1564783517.0,10
1564783518.0,10
1564783519.0,10
1564783520.0,10
1564783521.0,10
1564783522.0,10
1564783523.0,10
1564783524.0,10
1564783525.0,10
1564783526.0,10
1564783527.0,10
1564783528.0,10
1564783529.0,10
1564783530.0,10
1564783531.0,10
1564783532.0,10
1564783533.0,10
1564783534.0,10
1564783535.0,10
1564783536.0,10
1564783537.0,10
1564783538.0,10
1564783539.0,10
1564783540.0,10
1564783541.0,10
1564783542.0,10
1564783543.0,10
1564783544.0,10
1564783545.0,10
1564783546.0,10
1564783547.0,10
1564783548.0,10
1564783549.0,10
1564783550.0,10
1564783551.0,10
1564783552.0,10
1564783553.0,10
1564783554.0,10
1564783555.0,10
1564783556.0,10
1564783557.0,10
1564783558.0,10
1564783559.0,10
1564783560.0,10
1564783561.0,10
1564783562.0,10
1564783563.0,10
1564783564.0,10
1564783565.0,10
1564783566.0,10
1564783567.0,10
1564783568.0,10
1564783569.0,10
1564783570.0,10
1564783571.0,10
1564783572.0,10
1564783573.0,10
1564783574.0,10
1564783575.0,10
1564783576.0,10
1564783577.0,10
1564783578.0,10
1564783579.0,10
1564783580.0,10
1564783581.0,10
1564783582.0,10
1564783583.0,10
1564783584.0,10
1564783585.0,10
1564783586.0,10
1564783587.0,10
1564783588.0,10
1564783589.0,10
1564783590.0,10
1564783591.0,10
1564783592.0,10
1564783593.0,10
1564783594.0,10
1564783595.0,10
1564783596.0,10
1564783597.0,10
1564783598.0,10
1564783599.0,10
1564783600.0,10
1564783601.0,10
1564783602.0,10
1564783603.0,10
1564783604.0,10
1564783605.0,10
1564783606.0,10
1564783607.0,10
1564783608.0,10
1564783609.0,10
1564783610.0,10
1564783611.0,10
1564783612.0,10
1564783613.0,10
1564783614.0,10
1564783615.0,10
1564783616.0,10
1564783617.0,10
1564783618.0,10
1564783619.0,10
1564783620.0,10
1564783621.0,10
1564783622.0,10
1564783623.0,10
1564783624.0,10
1564783625.0,10
1564783626.0,10
1564783627.0,10
1564783628.0,10
1564783629.0,10
1564783630.0,10
1564783631.0,10
1564783632.0,10
1564783633.0,10
1564783634.0,10
1564783635.0,10
1564783636.0,10
1564783637.0,10
1564783638.0,10
1564783639.0,10
1564783640.0,10
1564783641.0,10
1564783642.0,10
1564783643.0,10
1564783644.0,10
1564783645.0,10
1564783646.0,10
1564783647.0,10
1564783648.0,10
1564783649.0,10
1564783650.0,10
1564783651.0,10
1564783652.0,10
1564783653.0,10
1564783654.0,10
1564783655.0,10
1564783656.0,10
1564783657.0,10
1564783658.0,10
1564783659.0,10
1564783660.0,10
1564783661.0,10
1564783662.0,10
1564783663.0,10
1564783664.0,10
1564783665.0,10
1564783666.0,10
1564783667.0,10
1564783668.0,10
1564783669.0,10
1564783670.0,10
1564783671.0,10
1564783672.0,10
1564783673.0,10
1564783674.0,10
1564783675.0,10
1564783676.0,10
1564783677.0,10
1564783678.0,10
1564783679.0,10
1564783680.0,10
1564783681.0,10
1564783682.0,10
1564783683.0,10
1564783684.0,10
1564783685.0,10
1564783686.0,10
1564783687.0,10
1564783688.0,10
1564783689.0,10
1564783690.0,10
1564783691.0,10
1564783692.0,10
1564783693.0,10
1564783694.0,10
1564783695.0,10
1564783696.0,10
1564783697.0,10
1564783698.0,10
1564783699.0,10
1564783700.0,10
1564783701.0,10
1564783702.0,10
1564783703.0,10
1564783704.0,10
1564783705.0,10
1564783706.0,10
1564783707.0,10
1564783708.0,10
1564783709.0,10
1564783710.0,10
1564783711.0,10
1564783712.0,10
1564783713.0,10
1564783714.0,10
1564783715.0,10
1564783716.0,10
1564783717.0,10
1564783718.0,10
1564783719.0,10
1564783720.0,10
1564783721.0,10
1564783722.0,10
1564783723.0,10
1564783724.0,10
1564783725.0,10
1564783726.0,10
1564783727.0,10
1564783728.0,10
1564783729.0,10
1564783730.0,10
1564783731.0,10
1564783732.0,10
1564783733.0,10
1564783734.0,10
1564783735.0,10
1564783736.0,10
1564783737.0,10
1564783738.0,10
1564783739.0,10
1564783740.0,10
1564783741.0,10
1564783742.0,10
1564783743.0,10
1564783744.0,10
1564783745.0,10
1564783746.0,10
1564783747.0,10
1564783748.0,10
1564783749.0,10
1564783750.0,10
1564783751.0,10
1564783752.0,10
1564783753.0,10
1564783754.0,10
1564783755.0,10
1564783756.0,10
1564783757.0,10
1564783758.0,10
1564783759.0,10
1564783760.0,10
1564783761.0,10
1564783762.0,10
1564783763.0,10
1564783764.0,10
1564783765.0,10
1564783766.0,10
1564783767.0,10
1564783768.0,10
1564783769.0,10
1564783770.0,10
1564783771.0,10
1564783772.0,10
1564783773.0,10
1564783774.0,10
1564783775.0,10
1564783776.0,10
1564783777.0,10
1564783778.0,10
1564783779.0,10
1564783780.0,10
1564783781.0,10
1564783782.0,10
1564783783.0,10
1564783784.0,10
1564783785.0,10
1564783786.0,10
1564783787.0,10
1564783788.0,10
1564783789.0,10
1564783790.0,10
1564783791.0,10
1564783792.0,10
1564783793.0,10
1564783794.0,10
1564783795.0,10
1564783796.0,10
1564783797.0,10
1564783798.0,10
1564783799.0,10
1564783800.0,10
1564783801.0,10
1564783802.0,10
1564783803.0,10
1564783804.0,10
1564783805.0,10
1564783806.0,10
1564783807.0,10
1564783808.0,10
1564783809.0,10
1564783810.0,10
1564783811.0,10
1564783812.0,10
1564783813.0,10
1564783814.0,10
1564783815.0,10
1564783816.0,10
1564783817.0,10
1564783818.0,10
1564783819.0,10
1564783820.0,10
1564783821.0,10
1564783822.0,10
1564783823.0,10
1564783824.0,10
1564783825.0,10
1564783826.0,10
1564783827.0,10
1564783828.0,10
1564783829.0,10
1564783830.0,10
1564783831.0,10
1564783832.0,10
1564783833.0,10
1564783834.0,10
1564783835.0,10
1564783836.0,10
1564783837.0,10
1564783838.0,10
1564783839.0,10
1564783840.0,10
1564783841.0,10
1564783842.0,10
1564783843.0,10
1564783844.0,10
1564783845.0,10
1564783846.0,10
1564783847.0,10
1564783848.0,10
1564783849.0,10
1564783850.0,10
1564783851.0,10
1564783852.0,10
1564783853.0,10
1564783854.0,10
1564783855.0,10
1564783856.0,10
1564783857.0,10
1564783858.0,10
1564783859.0,10
1564783860.0,10
1564783861.0,10
1564783862.0,10
1564783863.0,10
1564783864.0,10
1564783865.0,10
1564783866.0,10
1564783867.0,10
1564783868.0,10
1564783869.0,10
1564783870.0,10
1564783871.0,10
1564783872.0,10
1564783873.0,10
1564783874.0,10
1564783875.0,10
1564783876.0,10
1564783877.0,10
1564783878.0,10
1564783879.0,10
1564783880.0,10
1564783881.0,10
1564783882.0,10
1564783883.0,10
1564783884.0,10
1564783885.0,10
1564783886.0,10
1564783887.0,10
1564783888.0,10
1564783889.0,10
1564783890.0,10
1564783891.0,10
1564783892.0,10
1564783893.0,10
1564783894.0,10
1564783895.0,10
1564783896.0,10
1564783897.0,10
1564783898.0,10
1564783899.0,10
1564783900.0,10
1564783901.0,10
1564783902.0,10
1564783903.0,10
1564783904.0,10
1564783905.0,10
1564783906.0,10
1564783907.0,10
1564783908.0,10
1564783909.0,10
1564783910.0,10
1564783911.0,10
1564783912.0,10
1564783913.0,10
1564783914.0,10
1564783915.0,10
1564783916.0,10
1564783917.0,10
1564783918.0,10
1564783919.0,10
1564783920.0,10
1564783921.0,10
1564783922.0,10
1564783923.0,10
1564783924.0,10
1564783925.0,10
1564783926.0,10
1564783927.0,10
1564783928.0,10
1564783929.0,10
1564783930.0,10
1564783931.0,10
1564783932.0,10
1564783933.0,10
1564783934.0,10
1564783935.0,10
1564783936.0,10
1564783937.0,10
1564783938.0,10
1564783939.0,10
1564783940.0,10
1564783941.0,10
1564783942.0,10
1564783943.0,10
1564783944.0,10
1564783945.0,10
1564783946.0,10
1564783947.0,10
1564783948.0,10
1564783949.0,10
1564783950.0,10
1564783951.0,10
1564783952.0,10
1564783953.0,10
1564783954.0,10
1564783955.0,10
1564783956.0,10
1564783957.0,10
1564783958.0,10
1564783959.0,10
1564783960.0,10
1564783961.0,10
1564783962.0,10
1564783963.0,10
1564783964.0,10
1564783965.0,10
1564783966.0,10
1564783967.0,10
1564783968.0,10
1564783969.0,10
1564783970.0,10
1564783971.0,10
1564783972.0,10
1564783973.0,10
1564783974.0,10
1564783975.0,10
1564783976.0,10
1564783977.0,10
1564783978.0,10
1564783979.0,10
1564783980.0,10
1564783981.0,10
1564783982.0,10
1564783983.0,10
1564783984.0,10
1564783985.0,10
1564783986.0,10
1564783987.0,10
1564783988.0,10
1564783989.0,10
1564783990.0,10
1564783991.0,10
1564783992.0,10
1564783993.0,10
1564783994.0,10
1564783995.0,10
1564783996.0,10
1564783997.0,10
1564783998.0,10
1564783999.0,10
1564784000.0,10
1564784001.0,10
1564784002.0,10
1564784003.0,10
1564784004.0,10
1564784005.0,10
1564784006.0,10
1564784007.0,10
1564784008.0,10
1564784009.0,10
1564784010.0,10
1564784011.0,10
1564784012.0,10
1564784013.0,10
1564784014.0,10
1564784015.0,10
1564784016.0,10
1564784017.0,10
1564784018.0,10
1564784019.0,10
1564784020.0,10
1564784021.0,10
1564784022.0,10
1564784023.0,10
1564784024.0,10
1564784025.0,10
1564784026.0,10
1564784027.0,10
1564784028.0,10
1564784029.0,10
1564784030.0,10
1564784031.0,10
1564784032.0,10
1564784033.0,10
1564784034.0,10
1564784035.0,10
1564784036.0,10
1564784037.0,10
1564784038.0,10
1564784039.0,10
1564784040.0,10
1564784041.0,10
1564784042.0,10
1564784043.0,10
1564784044.0,10
1564784045.0,10
1564784046.0,10
1564784047.0,10
1564784048.0,10
1564784049.0,10
1564784050.0,10
1564784051.0,10
1564784052.0,10
1564784053.0,10
1564784054.0,10
1564784055.0,10
1564784056.0,10
1564784057.0,10
1564784058.0,10
1564784059.0,10
1564784060.0,10
1564784061.0,10
1564784062.0,10
1564784063.0,10
1564784064.0,10
1564784065.0,10
1564784066.0,10
1564784067.0,10
1564784068.0,10
1564784069.0,10
1564784070.0,10
1564784071.0,10
1564784072.0,10
1564784073.0,10
1564784074.0,10
1564784075.0,10
1564784076.0,10
1564784077.0,10
1564784078.0,10
1564784079.0,10
1564784080.0,10
1564784081.0,10
1564784082.0,10
1564784083.0,10
1564784084.0,10
1564784085.0,10
1564784086.0,10
1564784087.0,10
1564784088.0,10
1564784089.0,10
1564784090.0,10
1564784091.0,10
1564784092.0,10
1564784093.0,10
1564784094.0,10
1564784095.0,10
1564784096.0,10
1564784097.0,10
1564784098.0,10
1564784099.0,10
1564784100.0,10
1564784101.0,10
1564784102.0,10
1564784103.0,10
1564784104.0,10
1564784105.0,10
1564784106.0,10
1564784107.0,10
1564784108.0,10
1564784109.0,10
1564784110.0,10
1564784111.0,10
1564784112.0,10
1564784113.0,10
1564784114.0,10
1564784115.0,10
1564784116.0,10
1564784117.0,10
1564784118.0,10
1564784119.0,10
1564784120.0,10
1564784121.0,10
1564784122.0,10
1564784123.0,10
1564784124.0,10
1564784125.0,10
1564784126.0,10
1564784127.0,10
1564784128.0,10
1564784129.0,10
1564784130.0,10
1564784131.0,10
1564784132.0,10
1564784133.0,10
1564784134.0,10
1564784135.0,10
1564784136.0,10
1564784137.0,10
1564784138.0,10
1564784139.0,10
1564784140.0,10
1564784141.0,10
1564784142.0,10
1564784143.0,10
1564784144.0,10
1564784145.0,10
1564784146.0,10
1564784147.0,10
1564784148.0,10
1564784149.0,10
1564784150.0,10
1564784151.0,10
1564784152.0,10
1564784153.0,10
1564784154.0,10
1564784155.0,10
1564784156.0,10
1564784157.0,10
1564784158.0,10
1564784159.0,10
1564784160.0,10
1564784161.0,10
1564784162.0,10
1564784163.0,10
1564784164.0,10
1564784165.0,10
1564784166.0,10
1564784167.0,10
1564784168.0,10
1564784169.0,10
1564784170.0,10
1564784171.0,10
1564784172.0,10
1564784173.0,10
1564784174.0,10
1564784175.0,10
1564784176.0,10
1564784177.0,10
1564784178.0,10
1564784179.0,10
1564784180.0,10
1564784181.0,10
1564784182.0,10
1564784183.0,10
1564784184.0,10
1564784185.0,10
1564784186.0,10
1564784187.0,10
1564784188.0,10
1564784189.0,10
1564784190.0,10
1564784191.0,10
1564784192.0,10
1564784193.0,10
1564784194.0,10
1564784195.0,10
1564784196.0,10
1564784197.0,10
1564784198.0,10
1564784199.0,10
1564784200.0,10
1564784201.0,10
1564784202.0,10
1564784203.0,10
1564784204.0,10
1564784205.0,10
1564784206.0,10
1564784207.0,10
1564784208.0,10
1564784209.0,10
1564784210.0,10
1564784211.0,10
1564784212.0,10
1564784213.0,10
1564784214.0,10
1564784215.0,10
1564784216.0,10
1564784217.0,10
1564784218.0,10
1564784219.0,10
1564784220.0,10
1564784221.0,10
1564784222.0,10
1564784223.0,10
1564784224.0,10
1564784225.0,10
1564784226.0,10
1564784227.0,10
1564784228.0,10
1564784229.0,10
1564784230.0,10
1564784231.0,10
1564784232.0,10
1564784233.0,10
1564784234.0,10
1564784235.0,10
1564784236.0,10
1564784237.0,10
1564784238.0,10
1564784239.0,10
1564784240.0,10
1564784241.0,10
1564784242.0,10
1564784243.0,10
1564784244.0,10
1564784245.0,10
1564784246.0,10
1564784247.0,10
1564784248.0,10
1564784249.0,10
1564784250.0,10
1564784251.0,10
1564784252.0,10
1564784253.0,10
1564784254.0,10
1564784255.0,10
1564784256.0,10
1564784257.0,10
1564784258.0,10
1564784259.0,10
1564784260.0,10
1564784261.0,10
1564784262.0,10
1564784263.0,10
1564784264.0,10
1564784265.0,10
1564784266.0,10
1564784267.0,10
1564784268.0,10
1564784269.0,10
1564784270.0,10
1564784271.0,10
1564784272.0,10
1564784273.0,10
1564784274.0,10
1564784275.0,10
1564784276.0,10
1564784277.0,10
1564784278.0,10
1564784279.0,10
1564784280.0,10
1564784281.0,10
1564784282.0,10
1564784283.0,10
1564784284.0,10
1564784285.0,10
1564784286.0,10
1564784287.0,10
1564784288.0,10
1564784289.0,10
1564784290.0,10
1564784291.0,10
1564784292.0,10
1564784293.0,10
1564784294.0,10
1564784295.0,10
1564784296.0,10
1564784297.0,10
1564784298.0,10
1564784299.0,10
1564784300.0,10
1564784301.0,10
1564784302.0,10
1564784303.0,10
1564784304.0,10
1564784305.0,10
1564784306.0,10
1564784307.0,10
1564784308.0,10
1564784309.0,10
1564784310.0,10
1564784311.0,10
1564784312.0,10
1564784313.0,10
1564784314.0,10
1564784315.0,10
1564784316.0,10
1564784317.0,10
1564784318.0,10
1564784319.0,10
1564784320.0,10
1564784321.0,10
1564784322.0,10
1564784323.0,10
1564784324.0,10
1564784325.0,10
1564784326.0,10
1564784327.0,10
1564784328.0,10
1564784329.0,10
1564784330.0,10
1564784331.0,10
1564784332.0,10
1564784333.0,10
1564784334.0,10
1564784335.0,10
1564784336.0,10
1564784337.0,10
1564784338.0,10
1564784339.0,10
1564784340.0,10
1564784341.0,10
1564784342.0,10
1564784343.0,10
1564784344.0,10
1564784345.0,10
1564784346.0,10
1564784347.0,10
1564784348.0,10
1564784349.0,10
1564784350.0,10
1564784351.0,10
1564784352.0,10
1564784353.0,10
1564784354.0,10
1564784355.0,10
1564784356.0,10
1564784357.0,10
1564784358.0,10
1564784359.0,10
1564784360.0,10
1564784361.0,10
1564784362.0,10
1564784363.0,10
1564784364.0,10
1564784365.0,10
1564784366.0,10
1564784367.0,10
1564784368.0,10
1564784369.0,10
1564784370.0,10
1564784371.0,10
1564784372.0,10
1564784373.0,10
1564784374.0,10
1564784375.0,10
1564784376.0,10
1564784377.0,10
1564784378.0,10
1564784379.0,10
1564784380.0,10
1564784381.0,10
1564784382.0,10
1564784383.0,10
1564784384.0,10
1564784385.0,10
1564784386.0,10
1564784387.0,10
1564784388.0,10
1564784389.0,10
1564784390.0,10
1564784391.0,10
1564784392.0,10
1564784393.0,10
1564784394.0,10
1564784395.0,10
1564784396.0,10
1564784397.0,10
1564784398.0,10
1564784399.0,10
1564784400.0,10
1564784401.0,10
1564784402.0,10
1564784403.0,10
1564784404.0,10
1564784405.0,10
1564784406.0,10
1564784407.0,10
1564784408.0,10
1564784409.0,10
1564784410.0,10
1564784411.0,10
1564784412.0,10
1564784413.0,10
1564784414.0,10
1564784415.0,10
1564784416.0,10
1564784417.0,10
1564784418.0,10
1564784419.0,10
1564784420.0,10
1564784421.0,10
1564784422.0,10
1564784423.0,10
1564784424.0,10
1564784425.0,10
1564784426.0,10
1564784427.0,10
1564784428.0,10
1564784429.0,10
1564784430.0,10
1564784431.0,10
1564784432.0,10
1564784433.0,10
1564784434.0,10
1564784435.0,10
1564784436.0,10
1564784437.0,10
1564784438.0,10
1564784439.0,10
1564784440.0,10
1564784441.0,10
1564784442.0,10
1564784443.0,10
1564784444.0,10
1564784445.0,10
1564784446.0,10
1564784447.0,10
1564784448.0,10
1564784449.0,10
1564784450.0,10
1564784451.0,10
1564784452.0,10
1564784453.0,10
1564784454.0,10
1564784455.0,10
1564784456.0,10
1564784457.0,10
1564784458.0,10
1564784459.0,10
1564784460.0,10
1564784461.0,10
1564784462.0,10
1564784463.0,10
1564784464.0,10
1564784465.0,10
1564784466.0,10
1564784467.0,10
1564784468.0,10
1564784469.0,10
1564784470.0,10
1564784471.0,10
1564784472.0,10
1564784473.0,10
1564784474.0,10
1564784475.0,10
1564784476.0,10
1564784477.0,10
1564784478.0,10
1564784479.0,10
1564784480.0,10
1564784481.0,10
1564784482.0,10
1564784483.0,10
1564784484.0,10
1564784485.0,10
1564784486.0,10
1564784487.0,10
1564784488.0,10
1564784489.0,10
1564784490.0,10
1564784491.0,10
1564784492.0,10
1564784493.0,10
1564784494.0,10
1564784495.0,10
1564784496.0,10
1564784497.0,10
1564784498.0,10
1564784499.0,10
1564784500.0,10
1564784501.0,10
1564784502.0,10
1564784503.0,10
1564784504.0,10
1564784505.0,10
1564784506.0,10
1564784507.0,10
1564784508.0,10
1564784509.0,10
1564784510.0,10
1564784511.0,10
1564784512.0,10
1564784513.0,10
1564784514.0,10
1564784515.0,10
1564784516.0,10
1564784517.0,10
1564784518.0,10
1564784519.0,10
1564784520.0,10
1564784521.0,10
1564784522.0,10
1564784523.0,10
1564784524.0,10
1564784525.0,10
1564784526.0,10
1564784527.0,10
1564784528.0,10
1564784529.0,10
1564784530.0,10
1564784531.0,10
1564784532.0,10
1564784533.0,10
1564784534.0,10
1564784535.0,10
1564784536.0,10
1564784537.0,10
1564784538.0,10
1564784539.0,10
1564784540.0,10
1564784541.0,10
1564784542.0,10
1564784543.0,10
1564784544.0,10
1564784545.0,10
1564784546.0,10
1564784547.0,10
1564784548.0,10
1564784549.0,10
1564784550.0,10
1564784551.0,10
1564784552.0,10
1564784553.0,10
1564784554.0,10
1564784555.0,10
1564784556.0,10
1564784557.0,10
1564784558.0,10
1564784559.0,10
1564784560.0,10
1564784561.0,10
1564784562.0,10
1564784563.0,10
1564784564.0,10
1564784565.0,10
1564784566.0,10
1564784567.0,10
1564784568.0,10
1564784569.0,10
1564784570.0,10
1564784571.0,10
1564784572.0,10
1564784573.0,10
1564784574.0,10
1564784575.0,10
1564784576.0,10
1564784577.0,10
1564784578.0,10
1564784579.0,10
1564784580.0,10
1564784581.0,10
1564784582.0,10
1564784583.0,10
1564784584.0,10
1564784585.0,10
1564784586.0,10
1564784587.0,10
1564784588.0,10
1564784589.0,10
1564784590.0,10
1564784591.0,10
1564784592.0,10
1564784593.0,10
1564784594.0,10
1564784595.0,10
1564784596.0,10
1564784597.0,10
1564784598.0,10
1564784599.0,10
1564784600.0,10
1564784601.0,10
1564784602.0,10
1564784603.0,10
1564784604.0,10
1564784605.0,10
1564784606.0,10
1564784607.0,10
1564784608.0,10
1564784609.0,10
1564784610.0,10
1564784611.0,10
1564784612.0,10
1564784613.0,10
1564784614.0,10
1564784615.0,10
1564784616.0,10
1564784617.0,10
1564784618.0,10
1564784619.0,10
1564784620.0,10
1564784621.0,10
1564784622.0,10
1564784623.0,10
1564784624.0,10
1564784625.0,10
1564784626.0,10
1564784627.0,10
1564784628.0,10
1564784629.0,10
1564784630.0,10
1564784631.0,10
1564784632.0,10
1564784633.0,10
1564784634.0,10
1564784635.0,10
1564784636.0,10
1564784637.0,10
1564784638.0,10
1564784639.0,10
1564784640.0,10
1564784641.0,10
1564784642.0,10
1564784643.0,10
1564784644.0,10
1564784645.0,10
1564784646.0,10
1564784647.0,10
1564784648.0,10
1564784649.0,10
1564784650.0,10
1564784651.0,10
1564784652.0,10
1564784653.0,10
1564784654.0,10
1564784655.0,10
1564784656.0,10
1564784657.0,10
1564784658.0,10
1564784659.0,10
1564784660.0,10
1564784661.0,10
1564784662.0,10
1564784663.0,10
1564784664.0,10
1564784665.0,10
1564784666.0,10
1564784667.0,10
1564784668.0,10
1564784669.0,10
1564784670.0,10
1564784671.0,10
1564784672.0,10
1564784673.0,10
1564784674.0,10
1564784675.0,10
1564784676.0,10
1564784677.0,10
1564784678.0,10
1564784679.0,10
1564784680.0,10
1564784681.0,10
1564784682.0,10
1564784683.0,10
1564784684.0,10
1564784685.0,10
1564784686.0,10
1564784687.0,10
1564784688.0,10
1564784689.0,10
1564784690.0,10
1564784691.0,10
1564784692.0,10
1564784693.0,10
1564784694.0,10
1564784695.0,10
1564784696.0,10
1564784697.0,10
1564784698.0,10
1564784699.0,10
1564784700.0,10
1564784701.0,10
1564784702.0,10
1564784703.0,10
1564784704.0,10
1564784705.0,10
1564784706.0,10
1564784707.0,10
1564784708.0,10
1564784709.0,10
1564784710.0,10
1564784711.0,10
1564784712.0,10
1564784713.0,10
1564784714.0,10
1564784715.0,10
1564784716.0,10
1564784717.0,10
1564784718.0,10
1564784719.0,10
1564784720.0,10
1564784721.0,10
1564784722.0,10
1564784723.0,10
1564784724.0,10
1564784725.0,10
1564784726.0,10
1564784727.0,10
1564784728.0,10
1564784729.0,10
1564784730.0,10
1564784731.0,10
1564784732.0,10
1564784733.0,10
1564784734.0,10
1564784735.0,10
1564784736.0,10
1564784737.0,10
1564784738.0,10
1564784739.0,10
1564784740.0,10
1564784741.0,10
1564784742.0,10
1564784743.0,10
1564784744.0,10
1564784745.0,10
1564784746.0,10
1564784747.0,10
1564784748.0,10
1564784749.0,10
1564784750.0,10
1564784751.0,10
1564784752.0,10
1564784753.0,10
